[路線名稱],[起點],[D1],[終點],[D2],[路線],[編碼],[分段第一行],[分段第二行],[X坐標],[Y坐標],[緯度],[經度]
橫嶺山步道,大雪山社區,5.2,橫嶺山隧道口,1.4,TC084,14,大雪山社區(6.6)➡橫嶺山主峰岔路(1.0),⇨橫嶺山隧道口(0.0),244074,2680875,24.2334129,120.9416535
橫嶺山步道,大雪山社區,5.3,橫嶺山隧道口,1.3,TC084,13,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244160,2680907,24.23370771,120.9424962
橫嶺山步道,大雪山社區,5.4,橫嶺山隧道口,1.2,TC084,12,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244226,2680847,24.23316719,120.9431494
橫嶺山步道,大雪山社區,5.5,橫嶺山隧道口,1.1,TC084,11,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244253,2680756,24.23234241,120.9434134
橫嶺山步道,大雪山社區,5.6,橫嶺山隧道口,1.0,TC084,10,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244331,2680735,24.23215698,120.9441794
橫嶺山步道,大雪山社區,5.7,橫嶺山隧道口,0.9,TC084,9,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244399,2680804,24.23277856,120.9448498
橫嶺山步道,大雪山社區,5.8,橫嶺山隧道口,0.8,TC084,8,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244429,2680877,24.23343178,120.9451397
橫嶺山步道,大雪山社區,5.9,橫嶺山隧道口,0.7,TC084,7,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244419,2680951,24.23410789,120.9450489
橫嶺山步道,大雪山社區,6.0,橫嶺山隧道口,0.6,TC084,6,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244415,2681040,24.23490391,120.9450057
橫嶺山步道,大雪山社區,6.1,橫嶺山隧道口,0.5,TC084,5,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244461,2681121,24.2356398,120.9454617
橫嶺山步道,大雪山社區,6.2,橫嶺山隧道口,0.4,TC084,4,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244559,2681133,24.23574394,120.9464276
橫嶺山步道,大雪山社區,6.3,橫嶺山隧道口,0.3,TC084,3,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244638,2681166,24.2360444,120.9471988
橫嶺山步道,大雪山社區,6.4,橫嶺山隧道口,0.2,TC084,2,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244711,2681227,24.23659497,120.9479168
橫嶺山步道,大雪山社區,6.5,橫嶺山隧道口,0.1,TC084,1,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244799,2681255,24.23684747,120.9487909
橫嶺山步道,大雪山社區,6.6,橫嶺山隧道口,0.0,TC084,0,大雪山社區(6.6)⇨橫嶺山主峰岔路(1.0),➡橫嶺山隧道口(0.0),244888,2681254,24.236845,120.949667
