[路線名稱],[起點],[D1],[終點],[D2],[路線],[編碼],[分段第一行],[分段第二行],[X坐標],[Y坐標],[緯度],[經度]
烏來三山縱走,登山口,0.3,拔刀爾山,2.7,NT200,03,寶慶宮登山口(0.0)➡美鹿山支線(1.1),⇨高腰山支線(2.0)⇨拔刀爾山(3.0),303993,2749468,24.851799,121.534264
烏來三山縱走,拔刀爾山,2.7,登山口,0.3,NT200,03,拔刀爾山(3.0)⇨高腰山支線(2.0),⇨美鹿山支線(1.1)➡寶慶宮登山口(0.0),303993,2749468,24.851799,121.534264
